"CONNUM","CONFEC","CONDES","CONCLI","CONVEN","CONCANDEB","CONCANHAB","","","","","","","",""
"5513","20200317","10 GATILLOS $ 19.60","1729","0","196","0","","","","","","","",""
"5514","20200317","10 ENVASES 260 ML $ 11.45","1443","0","114.5","0","","","","","","","",""
"5515","20200317","10 ENVASES 500 ML $ 14.60","1443","0","146","0","","","","","","","",""
"5516","20200317","20 TAPAS $ 2.40","1443","0","24","0","","","","","","","",""
"5517","20200317","ENVASES 250 ML 216  $ 11.45","1471","0","2473.2","0","","","","","","","",""
"5518","20200317","70 GATILLOS $ 19.60","1471","0","1372","0","","","","","","","",""
"5519","20200318","BVC","1238","0","0","2150","","","","","","","",""
"5520","20200318","25 FRASCOS 260 ML $ 11.45","1238","0","286.25","0","","","","","","","",""
"5521","20200318","16 FRASCOS 500 ML $ 14.60","1238","0","233.6","0","","","","","","","",""
"5522","20200318","41 GATILLOS $ 20.30","1238","0","832.3","0","","","","","","","",""
"5523","20200318","1 FRASCO ALCOHOL 1/2","1238","0","235","0","","","","","","","",""
"5524","20200318","1 FRASCO 1/2 ALCO","1443","0","235","0","","","","","","","",""
"5525","20200318","1 FRASCO ALCOHOL","1471","0","235","0","","","","","","","",""
"5526","20200318","1 FRASCO ALCOHOL","960","0","235","0","","","","","","","",""
"5527","20200318","1 FRASCO ALCOHOL","1812","0","235","0","","","","","","","",""
"5528","20200318","1 FRASCO ALCOHOL","1813","0","235","0","","","","","","","",""
"5530","20200319","30 FRASCOS 200 ML 13.25","1499","0","397.5","0","","","","","","","",""
"5531","20200319","30 BOMBAS CREMERA $ 16","1499","0","480","0","","","","","","","",""
"5532","20200319","50 GATILLOS $ 27","1499","0","1350","0","","","","","","","",""
"5533","20200319","50 FRASCOS 250 ML $ 13.25","1499","0","662.5","0","","","","","","","",""
"5534","20200319","15 FRASCOS 260 ML $ 11.45","1443","0","171.75","0","","","","","","","",""
"5535","20200319","15 GATILLOS $ 20.30","1443","0","304.5","0","","","","","","","",""
"5536","20200326","FEDERADA","1471","0","3650","0","","","","","","","",""
"5537","20200326","FEDERADA","1238","0","3477","0","","","","","","","",""
"5538","20200401","30 ENVASES 250 ML $ 13.25","1571","0","397.5","0","","","","","","","",""
"5539","20200401","30 GATILLOS 27","1571","0","810","0","","","","","","","",""
"5540","20200401","30 ENV. Y GATILL. ANTERIORES","1571","0","930.5","0","","","","","","","",""
"5541","20200406","100 FRASCOS 250 ML $ 13.25","221","0","1325","0","","","","","","","",""
"5542","20200406","100 TAPAS CIEGAS $ 4","221","0","400","0","","","","","","","",""
"5543","20200406","20 FRASCOS COMPLETOS $ 17.25","231","0","345","0","","","","","","","",""
"5544","20200406","200 ENVASES $ 17.25","225","0","3450","0","","","","","","","",""
"5545","20200406","100 FRASCOS COMPLETOS $ 17.25","69","0","1725","0","","","","","","","",""
"5546","20200406","70 FRASCOS COMPLETOS $ 17.25","1041","0","1207.5","0","","","","","","","",""
"5547","20200406","100 FRASCOS COMPLETOS $ 17.25","696","0","1725","0","","","","","","","",""
"5548","20200407","100 FRASCOS COMPLETOS $ 17.25","586","0","1725","0","","","","","","","",""
"5549","20200407","40 FRASCOS COMPLETOS $ 17.25","226","0","690","0","","","","","","","",""
"5550","20200408","FRASCOS COMPLETOS 20.87","1824","0","2087","0","","","","","","","",""
"5551","20200408","20 FRASCOS COMPLETOS $ 17.25","690","0","345","0","","","","","","","",""
"5552","20200409","60 FRASCOS COMP. 17.25","59","0","1035","0","","","","","","","",""
"5553","20200409","40 FRASCOS COMPLETOS 17.25","1825","0","690","0","","","","","","","",""
"5555","20200409","200 FRASCOS COMPLE 17.25","1827","0","3450","0","","","","","","","",""
"5556","20200409","40 FRASCOS COMP. 17.25","1816","0","690","0","","","","","","","",""
"5558","20200409","20 FRASC.COMPL","1828","0","344","0","","","","","","","",""
"5559","20200413","MOVISTAR","1238","0","998.65","0","","","","","","","",""
"5560","20200413","MOVISTAR","1471","0","731","0","","","","","","","",""
"5561","20200414","BIDON JABON LIQUIDO","1499","0","0","691.2","","","","","","","",""
"5562","20200430","20 GATILLOS $ 20.30","1729","0","406","0","","","","","","","",""
"5563","20200430","20 FRASCOS 500 ML $ 16.90","1499","0","338","0","","","","","","","",""
"5564","20200430","CALCOS","1499","0","150","0","","","","","","","",""
"5565","20200513","DIFERENCIA ALCOHOL X BARBIJOS","462","0","3033","0","","","","","","","",""
"5566","20200515","50 FRASCOS 250 ML C/ GATILLO 40.25","1499","0","2012.5","0","","","","","","","",""
"5567","20200515","20 FRASCOS 500 ML 14.60","1729","0","292","0","","","","","","","",""
"5568","20200515","20 FRAS 260 ML 11.45","1729","0","229","0","","","","","","","",""
"5569","20200515","10 FRASCOS 125 ML 8.70","1729","0","87","0","","","","","","","",""
"5570","20200518","7 % DESC. $ 1860","1272","0","0","1860.3","","","","","","","",""
"5571","20200519","50 VARILLAS $ 4","1471","0","200","0","","","","","","","",""
"5572","20200519","20 FRASCOS 500 ML 18.15","1729","0","363","0","","","","","","","",""
"5573","20200519","20 GATILLOS $ 25.50","1729","0","510","0","","","","","","","",""
"5574","20200521","10 FRASCOS VIDRIO 100 ML  24.25","1471","0","242.5","0","","","","","","","",""
"5575","20200522","50  ENVASES 250 ML $ 15.60","1571","0","780","0","","","","","","","",""
"5576","20200522","50 GATILLOS $ 33.80","1571","0","1690","0","","","","","","","",""
"5577","20200522","10 JUEGOS GATILLOS $ 8","1571","0","80","0","","","","","","","",""
"5578","20200522","DEVOLUCION 70 PERF $ 141.50","240","0","0","9905","","","","","","","",""
"5579","20200522","1 CANILLA","1471","0","200","0","","","","","","","",""
"5580","20200522","FLETE","240","0","250","0","","","","","","","",""
"5581","20200527","95 FRASCOS 500 ML $ 18.15","1499","0","1724.25","0","","","","","","","",""
"5582","20200527","50 ENVASES 250 ML $ 13.65","1499","0","682.5","0","","","","","","","",""
"5583","20200527","50 GATILLOS $ 25.50","1499","0","1275","0","","","","","","","",""
"5584","20200527","100 TAPAS $ 3.50","1471","0","350","0","","","","","","","",""
"5585","20200527","60 GATILLOS $ 25.50","1471","0","1530","0","","","","","","","",""
"5587","20200527","1 CANILLA $ 200","1721","0","200","0","","","","","","","",""
"5588","20200601","FEDERADA","1238","0","3477","0","","","","","","","",""
"5589","20200601","FEDERADA","1471","0","3832","0","","","","","","","",""
"5590","20200601","10 TAPAS 3.50","1238","0","35","0","","","","","","","",""
"5591","20200601","20 VARILLAS $4","1238","0","80","0","","","","","","","",""
"5592","20200601","10 ENVASES 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5593","20200601","5 ENVASES 500 ML $ 18.15","1443","0","90.75","0","","","","","","","",""
"5594","20200601","15 TAPAS $ 3.50","1443","0","52.5","0","","","","","","","",""
"5595","20200602","15 FRASCOS 250 ML 15.60","628","0","234","0","","","","","","","",""
"5596","20200602","10 FRASCOS 125 ML 10.90","628","0","109.9","0","","","","","","","",""
"5597","20200602","25 TAPAS 4","628","0","100","0","","","","","","","",""
"5598","20200603","95 FRASCOS  500 ML $ 18.15","1471","0","1724","0","","","","","","","",""
"5599","20200603","15 ENVASES 125 ML $ 9.50","1471","0","142.5","0","","","","","","","",""
"5600","20200603","10 ENVASE 60 ML COMPLETO $ 23.60","1471","0","236","0","","","","","","","",""
"5601","20200603","40 GATILLOS $ 25.50","1471","0","1020","0","","","","","","","",""
"5602","20200603","FLETE BARBIJOS 10.5 IVA","628","0","380.46","0","","","","","","","",""
"5603","20200603","FLETE SAHUMERIOS","1238","0","333.2","0","","","","","","","",""
"5604","20200603","FLETE SAHUMERIOS","1443","0","303.8","0","","","","","","","",""
"5605","20200603","FLETE SAHUMERIOS","1471","0","343","0","","","","","","","",""
"5606","20200604","50 GATILLOS 25.50","1499","0","1275","0","","","","","","","",""
"5607","20200604","30 FRASCOS 125 ML $ 9.50","1499","0","285","0","","","","","","","",""
"5608","20200604","30 FRASCOS COMPL,,60 ML $ 23.60","1499","0","708","0","","","","","","","",""
"5609","20200604","CALCOS","1499","0","150","0","","","","","","","",""
"5610","20200604","10 VARILLAS $ 4","1238","0","40","0","","","","","","","",""
"5611","20200604","5 ENVASE 500 ML $ 18.15","1443","0","90.75","0","","","","","","","",""
"5612","20200604","5 ENVASES 200 ML $ 13.65","1443","0","68.25","0","","","","","","","",""
"5613","20200604","5 ENVASES $ 125 ML $ 9.50","1443","0","47.5","0","","","","","","","",""
"5614","20200604","15 TAPAS $ 3.50","1443","0","52.5","0","","","","","","","",""
"5615","20200605","SEGURO","1471","0","1669","0","","","","","","","",""
"5616","20200605","SEGURO","1238","0","685","0","","","","","","","",""
"5617","20200605","5 ENVASES 125 ML $ 9.50","1443","0","47.5","0","","","","","","","",""
"5618","20200605","5 ENV 250 ML $ 13.65","1443","0","68.25","0","","","","","","","",""
"5619","20200605","5 ENVASES 500 $ 18.15","1443","0","90.75","0","","","","","","","",""
"5620","20200605","15 TAPAS $ 3.50","1443","0","52.5","0","","","","","","","",""
"5621","20200605","5 VARILLAS $ 4","1238","0","20","0","","","","","","","",""
"5622","20200609","26 VARILLAS $ 4","1729","0","104","0","","","","","","","",""
"5623","20200609","DEVOLUCION BARBIJOS","57","0","0","46149.4","","","","","","","",""
"5624","20200610","A FAVOR","1863","0","0","67.5","","","","","","","",""
"5625","20200610","6 GATILLOS $ 25.50","1443","0","153","0","","","","","","","",""
"5626","20200610","15 VARILLAS $ 4","1443","0","90","0","","","","","","","",""
"5627","20200610","5 FRASCOS 260 ML $ 13.65","1443","0","68.25","0","","","","","","","",""
"5628","20200610","5 TAPAS $ 3.50","1443","0","17.5","0","","","","","","","",""
"5629","20200610","40 GATILLOS 25.50","1471","0","1020","0","","","","","","","",""
"5630","20200611","MOVISTAR","1238","0","1178","0","","","","","","","",""
"5631","20200611","MOVISTAR","1471","0","734","0","","","","","","","",""
"5632","20200612","6 TAPAS 3.50","1443","0","21","0","","","","","","","",""
"5633","20200612","6 ENVASES 125 ML $ 9.50","1443","0","57","0","","","","","","","",""
"5634","20200612","6 ENVASES 260 $ 13.65","1443","0","81.9","0","","","","","","","",""
"5635","20200612","6 ENVASES 500 $ 18.15","1443","0","108.9","0","","","","","","","",""
"5636","20200616","FLETE PIEDRAS","1238","0","295","0","","","","","","","",""
"5637","20200616","FLETE PIEDRAS","1443","0","295","0","","","","","","","",""
"5638","20200616","FLETE BARBIJOS","57","0","979","0","","","","","","","",""
"5639","20200617","20 ENVASES DE 500 ML 18.15","1729","0","363","0","","","","","","","",""
"5640","20200617","20 ENVASES 260 ML $ 13.65","1729","0","273","0","","","","","","","",""
"5641","20200617","10 ENV . 260 ML $ 13.65","1238","0","136.5","0","","","","","","","",""
"5642","20200617","10 VARILLAS 4","1238","0","40","0","","","","","","","",""
"5643","20200618","10 TAPAS 3.50","1238","0","35","0","","","","","","","",""
"5644","20200619","50 GATILLOS $ 25.50","1499","0","1275","0","","","","","","","",""
"5645","20200619","50 GATILLOS LARGOS $ 25.50","1499","0","1275","0","","","","","","","",""
"5646","20200619","DEVOLUCION 10 FRAGA 4 179.10","33","0","0","1791","","","","","","","",""
"5647","20200619","10 ENVASESA 125 ML $ 9.50","1443","0","95","0","","","","","","","",""
"5648","20200619","10 ENVASES 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5649","20200619","10 ENVASES 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5650","20200619","10 TAPAS $ 3.50","1443","0","35","0","","","","","","","",""
"5651","20200619","15 ENV 125 ML $ 9.50","1471","0","142.5","0","","","","","","","",""
"5652","20200619","100 TAPAS 3.50","1471","0","350","0","","","","","","","",""
"5653","20200619","50 VARILLAS $ 4","1471","0","200","0","","","","","","","",""
"5654","20200619","8 ENV. LITRO $ 16.25","1471","0","130","0","","","","","","","",""
"5655","20200622","FLETE VELAS","1471","0","422","0","","","","","","","",""
"5656","20200624","30 VARILLAS $ 4","1443","0","120","0","","","","","","","",""
"5657","20200624","10 GATILLOS $ 25.50","1443","0","255","0","","","","","","","",""
"5658","20200624","40 GATILLOS $ 25.50","1471","0","1020","0","","","","","","","",""
"5659","20200625","7 % DE DESCUENTO $ 3140.18","1713","0","0","3140.18","","","","","","","",""
"5660","20200625","ERROR","1713","0","0","47305.89","","","","","","","",""
"5661","20200625","ERROR","69","0","0","8344","","","","","","","",""
"5662","20200625","10 ENVASES 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5663","20200625","10 ENVASES 1 L $ 16.25","1443","0","162.5","0","","","","","","","",""
"5664","20200626","10 ENVASES 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5665","20200626","10 TAPAS $ 3.50","1443","0","35","0","","","","","","","",""
"5666","20200626","FLETE SAHUMERIOS","1238","0","420","0","","","","","","","",""
"5667","20200626","FLETE SAHUMERIOS","1443","0","420","0","","","","","","","",""
"5668","20200626","5 GATILLOS $ 25.50","1238","0","127.5","0","","","","","","","",""
"5669","20200629","200 FRASCOS 250 ML $ 13.65","1471","0","2730","0","","","","","","","",""
"5670","20200630","50 GATILLOS $ 27","1571","0","810","0","","","","","","","",""
"5671","20200630","2 LITROS DE ALCOHOL 211.60","1729","0","423.2","0","","","","","","","",""
"5672","20200630","FLETE NAHUEL","1238","0","403","0","","","","","","","",""
"5673","20200630","FLETE NAHUEL","1443","0","312","0","","","","","","","",""
"5674","20200630","FLETE NAHUEL","1471","0","806","0","","","","","","","",""
"5675","20200702","50 GATILLOS $ 25.50","1499","0","1275","0","","","","","","","",""
"5676","20200702","50 ENV 250 ML $ 13.65","1499","0","682.5","0","","","","","","","",""
"5677","20200702","20 TAPAS $ 3.50","1443","0","70","0","","","","","","","",""
"5678","20200602","10 ENVASES 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5679","20200702","10 ENVASES 500  ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5680","20200702","10 GATILLOS $ 25.50","1238","0","255","0","","","","","","","",""
"5681","20200702","10 ENVASES 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5682","20200702","10 VARILLAS 4","1238","0","40","0","","","","","","","",""
"5683","20200703","15 ENVASES 125 ML $ 9.50","1471","0","142.5","0","","","","","","","",""
"5684","20200703","10 GATILLOS $ 25.50","1443","0","255","0","","","","","","","",""
"5685","20200703","5 ENVASES 125 ML $ 9.50","1443","0","47.5","0","","","","","","","",""
"5686","20200703","10 ENVASES 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5687","20200706","20 VARILLAS  4","1238","0","80","0","","","","","","","",""
"5688","20200706","10 ENV 26 0ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5689","20200706","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5690","20200706","1 LITRO DE ALCOHOL $ 232.90","1471","0","232.9","0","","","","","","","",""
"5691","20200707","PAGO CHEQUE Y EFECTIVO","1238","0","0","64900","","","","","","","",""
"5692","20200707","PAGO JUNIO","1443","0","0","99000","","","","","","","",""
"5693","20200707","PAGO JUNIO","1443","0","0","16500","","","","","","","",""
"5694","20200707","PAGO JUNIO CHEQUE Y EFECTIVO","1471","0","0","99000","","","","","","","",""
"5695","20200707","PAGO JUNIO CHEQUE Y EFECTIVO","1471","0","0","48120","","","","","","","",""
"5696","20200707","ERROR","1856","0","0","20856.37","","","","","","","",""
"5697","20200707","ERROR","188","0","0","99000","","","","","","","",""
"5698","20200707","ERROR","188","0","0","99000","","","","","","","",""
"5699","20200707","ERROR","188","0","0","99000","","","","","","","",""
"5700","20200707","ERROR","188","0","0","44647.13","","","","","","","",""
"5701","20200707","ERROR","1272","0","0","24717.55","","","","","","","",""
"5702","20200707","ERROR","1753","0","0","9386.3","","","","","","","",""
"5703","20200707","ERROR","1756","0","0","5021.8","","","","","","","",""
"5704","20200707","ERROR","1692","0","0","7615.8","","","","","","","",""
"5705","20200707","PAGO 19-06","33","0","0","11200","","","","","","","",""
"5706","20200707","FLETE COSMETICOS","1443","0","623","0","","","","","","","",""
"5707","20200707","20 VARILLAS $ 3.50","1443","0","70","0","","","","","","","",""
"5708","20200707","12 FRASCOS 250 ML $ 15.60","628","0","187.2","0","","","","","","","",""
"5709","20200707","12 TAPAS $ 4","628","0","48","0","","","","","","","",""
"5710","20200707","6 FRASCOS 112 ML CO BOMBA $ 28.90","628","0","173.4","0","","","","","","","",""
"5711","20200708","50 VARILLAS $ 4","1471","0","200","0","","","","","","","",""
"5712","20200708","100 TAPAS $ 3.5","1471","0","350","0","","","","","","","",""
"5713","20200708","5 ENV 1 LITRO $ 16.25","1471","0","81.25","0","","","","","","","",""
"5714","20200708","40 GATILLOS $ 25.50","1471","0","1020","0","","","","","","","",""
"5715","20200708","MOVISTAR","1238","0","1560","0","","","","","","","",""
"5716","20200708","MOVISTAR","1471","0","733","0","","","","","","","",""
"5717","20200708","10 ENV 125 ML 125 ML  9.50","1443","0","95","0","","","","","","","",""
"5718","20200708","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5719","20200708","10 ENVASES 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5720","20200710","1 LITRO SANITI $240","1471","0","240","0","","","","","","","",""
"5721","20200713","SEGURO","1471","0","1669","0","","","","","","","",""
"5722","20200713","SRGURO","1238","0","685","0","","","","","","","",""
"5723","20200713","12 ENVASES 500 ML 18.15","1443","0","217.8","0","","","","","","","",""
"5724","20200713","10 ENV. 260 ML $V 13.65","1238","0","136.5","0","","","","","","","",""
"5725","20200714","20 VARILLAS 4","1238","0","80","0","","","","","","","",""
"5726","20200714","15 ENV 60 ML 23.60","1443","0","354","0","","","","","","","",""
"5727","20200715","15 ENVASES 125 ML $ 9.50","1471","0","142.5","0","","","","","","","",""
"5728","20200715","10 ENV 500 ML $18.15","1443","0","181.5","0","","","","","","","",""
"5729","20200716","ERROR","1857","0","0","19524.66","","","","","","","",""
"5730","20200716","ERROR","185","0","0","7310.83","","","","","","","",""
"5731","20200716","26 ENVASES 23.60","1443","0","613.6","0","","","","","","","",""
"5732","20200716","5 ENV 500 ML $ 18.15","1238","0","90.75","0","","","","","","","",""
"5733","20200717","40 GATILLOS 25.50","1471","0","1020","0","","","","","","","",""
"5734","20200717","50 ENV 500 $18.15","1499","0","907.5","0","","","","","","","",""
"5735","20200717","50 GATILLOS $ 25.50","1499","0","1275","0","","","","","","","",""
"5736","20200717","30 ENV COMPL.60 ML $ 23.60","1499","0","708","0","","","","","","","",""
"5737","20200717","10 ENV . 125 ML 9.50","1443","0","95","0","","","","","","","",""
"5738","20200717","10 TAPAS $ 3.50","1443","0","35","0","","","","","","","",""
"5739","20200717","ERROR","1207","0","0","13502.5","","","","","","","",""
"5740","20200717","ERROR","888","0","0","6435.36","","","","","","","",""
"5741","20200720","40 VARILLAS $ 3.50","1443","0","140","0","","","","","","","",""
"5742","20200720","ERROR","17","0","0","59290","","","","","","","",""
"5743","20200720","ERROR","990","0","0","99000","","","","","","","",""
"5744","20200720","ERROR","990","0","0","99000","","","","","","","",""
"5745","20200720","ERROR","990","0","0","41116.31","","","","","","","",""
"5746","20200720","ERROR","990","0","0","48","","","","","","","",""
"5747","20200720","ERROR","945","0","0","88935","","","","","","","",""
"5748","20200720","ERROR","1733","0","0","59290","","","","","","","",""
"5749","20200720","10 ENVASES 250 ML 13.65","1443","0","136.5","0","","","","","","","",""
"5749","20200720","DESCONTO COMICIONERS","690","0","0","9228.5","","","","","","","",""
"5750","20200720","10 TAPAS 3.50","1443","0","35","0","","","","","","","",""
"5751","20200720","DESCONTO COMICIONES","690","0","0","9228.5","","","","","","","",""
"5752","20200721","60 GATILLOS $ 25.50","1571","0","1530","0","","","","","","","",""
"5753","20200721","60 FRASCOS $ 13.65","1571","0","819","0","","","","","","","",""
"5754","20200722","ERROR","1868","0","0","9744.3","","","","","","","",""
"5755","20200722","2 ETIQUETAS $ 150","1471","0","300","0","","","","","","","",""
"5756","20200722","ERROR","1729","0","0","73869","","","","","","","",""
"5756","20200722","ERROR","1729","0","0","73869.94","","","","","","","",""
"5757","20200722","25 GATILLOS $ 25.50","1758","0","637.5","0","","","","","","","",""
"5758","20200722","20 VARILLAS $ 4","1758","0","80","0","","","","","","","",""
"5759","20200722","ERROR","1758","0","0","27262.77","","","","","","","",""
"5760","20200722","FLETE NAHUEL","1238","0","656","0","","","","","","","",""
"5761","20200722","FLETE NAHUEL","1443","0","300","0","","","","","","","",""
"5762","20200724","10 ENVASES 500 ML 18.15","1443","0","181.5","0","","","","","","","",""
"5763","20200727","FEDERADA","1238","0","3477.13","0","","","","","","","",""
"5764","20200727","FEDERADA","1471","0","3477.13","0","","","","","","","",""
"5765","20200727","10 ENV 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5766","20200727","10 ENV 250 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5767","20200727","10 ENV 125 ML $ 9.50","1443","0","95","0","","","","","","","",""
"5768","20200727","ETIQUETAS 2 $ 150","1443","0","300","0","","","","","","","",""
"5769","20200728","ERROR","1855","0","0","16541.91","","","","","","","",""
"5770","20200728","ERROR","104","0","0","1385.79","","","","","","","",""
"5771","20200728","1 BIDON COMPLETO $ 250","1471","0","250","0","","","","","","","",""
"5772","20200730","100 FRASC 250 ML $ 13.65","1499","0","1365","0","","","","","","","",""
"5773","20200730","100 GATILLOS $ 25.50","1499","0","2550","0","","","","","","","",""
"5774","20200730","2CALCOS","1499","0","300","0","","","","","","","",""
"5775","20200730","100 VARILLAS $ 4","1499","0","400","0","","","","","","","",""
"5776","20200730","5 GATILLOS 25.50","1443","0","127.5","0","","","","","","","",""
"5777","20200730","20 VARILLAS $ 4","1238","0","80","0","","","","","","","",""
"5778","20200730","50GATILLOS $ 25.50","1471","0","1275","0","","","","","","","",""
"5779","20200730","50 VARILLAS $ 4","1471","0","200","0","","","","","","","",""
"5780","20200730","1 ETIQUETA","1471","0","150","0","","","","","","","",""
"5781","20200730","15 ENV 125 ML $ 9.50","1471","0","142.5","0","","","","","","","",""
"5782","20200730","12 ENV 200 ML 13.65","1471","0","163.8","0","","","","","","","",""
"5783","20200730","12 GATILLOS $ 25.50","1471","0","306","0","","","","","","","",""
"5784","20200730","ERROR","1824","0","0","10936.8","","","","","","","",""
"5785","20200731","SALDO EQUIPOS","1729","0","3140","0","","","","","","","",""
"5786","20200731","FLETE EQUIPOS","1729","0","225","0","","","","","","","",""
"5787","20200731","FLETE EQUIPOS","1238","0","225","0","","","","","","","",""
"5788","20200731","FLETE EQUIPOS","1443","0","225","0","","","","","","","",""
"5789","20200731","FLETE EQUIPOS","1471","0","225","0","","","","","","","",""
"5790","20200731","5 ENVASE 500 ML $ 18.15","1443","0","90.75","0","","","","","","","",""
"5791","20200731","10 TAPAS 3.5","1443","0","35","0","","","","","","","",""
"5792","20200803","30 VARILLAS $4","1443","0","120","0","","","","","","","",""
"5793","20200804","30 ENVASES 250 ML $ 13.65","1571","0","409.5","0","","","","","","","",""
"5794","20200804","30 GATILLOS $ 25.50","1571","0","765","0","","","","","","","",""
"5795","20200804","FLETE SAHUMERIOS","1238","0","380","0","","","","","","","",""
"5796","20200804","FLETE SAHUMERIOS","1443","0","224","0","","","","","","","",""
"5797","20200804","FLETE SAHUMERIOS","1471","0","370","0","","","","","","","",""
"5798","20200804","20 VARILLAS $ 4","1238","0","80","0","","","","","","","",""
"5799","20200804","20 TAPITAS $ 3.50","1238","0","70","0","","","","","","","",""
"5800","20200805","NOTA DE CREDITO","1834","0","0","42298.8","","","","","","","",""
"5801","20200805","10 ENV . 1 LITRO $16.25","1471","0","162.5","0","","","","","","","",""
"5802","20200805","2 CANILLAS","1471","0","300","0","","","","","","","",""
"5803","20200806","10 ENV. 260 ML 13.65","1238","0","136.5","0","","","","","","","",""
"5804","20200806","10 TAPAS $ 3.50","1238","0","35","0","","","","","","","",""
"5805","20200807","10 ENV 125 ML 9.50","1443","0","95","0","","","","","","","",""
"5806","20200807","10 ENV 260 ML $ 13.65","1443","0","135.5","0","","","","","","","",""
"5807","20200807","10 ENV 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5808","20200807","30 TAPAS $ 3.5","1443","0","105","0","","","","","","","",""
"5809","20200807","5 ENV . 1 LITRO $ 16.25","1443","0","81.25","0","","","","","","","",""
"5810","20200807","5 ENV, 50 ML $ 11.90","1443","0","59.5","0","","","","","","","",""
"5811","20200807","2 ETIQUETAS","1443","0","300","0","","","","","","","",""
"5812","20200810","SEGURO","1238","0","685","0","","","","","","","",""
"5813","20200810","SEGURO","1471","0","1669","0","","","","","","","",""
"5814","20200810","10 ENVASES 125 ML $ 9.50","1443","0","95","0","","","","","","","",""
"5815","20200810","10 ENVASES 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5816","20200810","10 ENVAS. 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5817","20200810","20 VARILLAS 4","1238","0","80","0","","","","","","","",""
"5818","20200810","20 TAPAS 3.50","1238","0","70","0","","","","","","","",""
"5819","20200810","40 GATILLOS $ 25.50","1471","0","1020","0","","","","","","","",""
"5820","20200810","200 ENV 260 ML 13.65","1471","0","2730","0","","","","","","","",""
"5821","20200811","20 TAPAS 3.50","1238","0","70","0","","","","","","","",""
"5822","20200811","30 VARILLAS 4","1443","0","120","0","","","","","","","",""
"5823","20200813","MOVISTAR","1238","0","1389","0","","","","","","","",""
"5824","20200813","MOVISTAR","1471","0","733","0","","","","","","","",""
"5825","20200813","8 GATILLOS $ 25.50","1443","0","204","0","","","","","","","",""
"5826","20200814","100 FRASCOS 200 ML $15.60","1713","0","1560","0","","","","","","","",""
"5827","20200814","100 BOMBAS 24 /410 $ 16.30","1713","0","1630","0","","","","","","","",""
"5828","20200814","10 VARILLAS $ 8","1713","0","80","0","","","","","","","",""
"5829","20200814","10 FRASCOS 500 ML $ 18.15","1238","0","181.5","0","","","","","","","",""
"5830","20200814","10 FRASCOS 260 ML 13.65","1238","0","136.5","0","","","","","","","",""
"5831","20200814","10 125 ML 9.50","1443","0","95","0","","","","","","","",""
"5832","20200814","10 FRAS 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5833","20200814","10 FRAS 260 ML $ 13.65","1443","0","136.5","0","","","","","","","",""
"5834","20200814","30 TAPAS  $ 3.50","1443","0","35","0","","","","","","","",""
"5835","20200814","15 ENVASES 500 ML $ 18.15","1471","0","272.25","0","","","","","","","",""
"5836","20200814","40 GATILLOS 25.50","1471","0","1020","0","","","","","","","",""
"5837","20200818","10 FRASCOS 20.10","628","0","201","0","","","","","","","",""
"5838","20200818","10 FRASCOS 15.20","628","0","152","0","","","","","","","",""
"5839","20200818","10 FRASCOS BODY 30.10","628","0","301","0","","","","","","","",""
"5840","20200818","5 FRASCOS 500 ML $ 18.15","1443","0","90.75","0","","","","","","","",""
"5841","20200820","FLETE SAHUMERIOS","1238","0","394","0","","","","","","","",""
"5842","20200820","FLETE SAHUMERIOS","1443","0","394","0","","","","","","","",""
"5843","20200820","FLETE SAHUMERIOS","1471","0","197","0","","","","","","","",""
"5844","20200820","10 ENVAS. 500 ML $ 18.15","1443","0","181.5","0","","","","","","","",""
"5845","20200820","5 ENV 1 LI  16.25","1443","0","81","0","","","","","","","",""
"5846","20200821","40 VARILLAS $ 4","1471","0","160","0","","","","","","","",""
"5847","20200821","100 TAPAS $ 3.50","1471","0","350","0","","","","","","","",""
"5848","20200821","95 FRASCOS 500 ML $ 18.15","1471","0","1724","0","","","","","","","",""
"5849","20200821","5 ENV. 260 ML13.65","1443","0","68.25","0","","","","","","","",""
"5850","20200824","10 FRASCOS 260 ML 13.65","1443","0","136.5","0","","","","","","","",""
"5851","20200824","30 VARILLAS 4","1443","0","120","0","","","","","","","",""
"5852","20200825","50 VARILLAS 4","1881","0","200","0","","","","","","","",""
